Region,Year,PIN
Central African Republic,1970,155
Central African Republic,1969,173
Central African Republic,1968,158
Central African Republic,1967,135
Central African Republic,1966,120
Central African Republic,1965,93
Central African Republic,1964,87
Central African Republic,1963,100
Central African Republic,1962,86
Central African Republic,1961,86
Chad,2007,61
Chad,2006,64
Chad,2005,108
Chad,2004,121
Chad,2003,72
Chad,2002,105
Chad,2001,103
Chad,2000,86
Chad,1999,109
Chad,1998,94
Chad,1997,153
Chad,1996,127
Chad,1995,90
Chad,1994,90
Chad,1993,55
Chad,1992,69
Chad,1991,100
Chad,1990,89
Chad,1989,86
Chad,1988,78
Chad,1987,71
Chad,1986,50
Chad,1985,57
Chad,1984,52
Chad,1983,89
Chad,1982,56
Chad,1981,39
Chad,1980,46
Chad,1979,49
Chad,1978,74
Chad,1977,67
Chad,1976,80
Chad,1975,95
Chad,1974,78
Chad,1973,63
Chad,1972,57
Chad,1971,60
Chad,1970,52
Chad,1969,63
Chad,1968,81
Chad,1967,56
Chad,1966,66
Chad,1965,46
Chad,1964,52
Chad,1963,55
Chad,1962,49
Chad,1961,24
Chile,2007,114
Chile,2006,109
Chile,2005,107
Chile,2004,107
Chile,2003,95
Chile,2002,96
Chile,2001,101
Chile,2000,100
Chile,1999,97
Chile,1998,114
Chile,1997,111
Chile,1996,117
Chile,1995,106
Chile,1994,112
Chile,1993,108
Chile,1992,94
Chile,1991,79
Chile,1990,69
Chile,1989,57
Chile,1988,53
Chile,1987,48
Chile,1986,47
Chile,1985,46
Chile,1984,48
Chile,1983,44
Chile,1982,44
Chile,1981,45
Chile,1980,57
Chile,1979,43
Chile,1978,45
Chile,1977,42
Chile,1976,40
Chile,1975,42
Chile,1974,36
Chile,1973,32
Chile,1972,36
Chile,1971,39
Chile,1970,44
Chile,1969,47
Chile,1968,50
Chile,1967,51
Chile,1966,46
Chile,1965,45
Chile,1964,46
Chile,1963,42
Chile,1962,45
Chile,1961,46
China,2007,139
China,2006,134
China,2005,122
China,2004,124
China,2003,104
China,2002,107
China,2001,108
China,2000,99
China,1999,91
China,1998,97
China,1997,121
China,1996,104
China,1995,100
China,1994,94
China,1993,103
China,1992,111
China,1991,117
China,1990,99
China,1989,93
China,1988,96
China,1987,86
China,1986,73
China,1985,92
China,1984,102
China,1983,79
China,1982,78
China,1981,62
China,1980,51
China,1979,45
China,1978,48
China,1977,42
China,1976,42
China,1975,45
China,1974,45
China,1973,46
China,1972,37
China,1971,38
China,1970,39
China,1969,37
China,1968,41
China,1967,41
China,1966,39
China,1965,34
China,1964,28
China,1963,22
China,1962,16
China,1961,16
Colombia,2007,110
Colombia,2006,99
Colombia,2005,118
Colombia,2004,115
Colombia,2003,112
Colombia,2002,109
Colombia,2001,105
Colombia,2000,103
Colombia,1999,90
Colombia,1998,121
Colombia,1997,102
Colombia,1996,116
Colombia,1995,131
Colombia,1994,119
Colombia,1993,138
Colombia,1992,184
Colombia,1991,179
Colombia,1990,152
Colombia,1989,126
Colombia,1988,135
Colombia,1987,126
Colombia,1986,133
Colombia,1985,123
Colombia,1984,141
Colombia,1983,128
Colombia,1982,131
Colombia,1981,149
Colombia,1980,139
Colombia,1979,136
Colombia,1978,132
Colombia,1977,142
Colombia,1976,120
Colombia,1975,120
Colombia,1974,111
Colombia,1973,111
Colombia,1972,104
Colombia,1971,102
Colombia,1970,112
Colombia,1969,107
Colombia,1968,106
Colombia,1967,97
Colombia,1966,97
Colombia,1965,94
Colombia,1964,91
Colombia,1963,90
Colombia,1962,96
Colombia,1961,87
Comoros,2007,102
Comoros,2006,102
Comoros,2005,102
Comoros,2004,102
Comoros,2003,102
Comoros,2002,100
Comoros,2001,100
Comoros,2000,100
Comoros,1999,98
Comoros,1998,98
Comoros,1997,96
Comoros,1996,96
Comoros,1995,94
Comoros,1994,94
Comoros,1993,94
Comoros,1992,94
Comoros,1991,93
Comoros,1990,92
Comoros,1989,89
Comoros,1988,89
Comoros,1987,87
Comoros,1986,87
Comoros,1985,87
Comoros,1984,86
Comoros,1983,85
Comoros,1982,84
Comoros,1981,84
Comoros,1980,82
Comoros,1979,92
Comoros,1978,92
Comoros,1977,71
Comoros,1976,61
Comoros,1975,61
Comoros,1974,123
Comoros,1973,123
Comoros,1972,123
Comoros,1971,123
Comoros,1970,184
Comoros,1969,184
Comoros,1968,184
Comoros,1967,184
Comoros,1966,184
Comoros,1965,102
Comoros,1964,102
Comoros,1963,154
Comoros,1962,102
Comoros,1961,102
Congo Rep.,2007,126
Congo Rep.,2006,126
Congo Rep.,2005,128
Congo Rep.,2004,128
Congo Rep.,2003,125
Congo Rep.,2002,111
Congo Rep.,2001,103
Congo Rep.,2000,101
Congo Rep.,1999,95
Congo Rep.,1998,78
Congo Rep.,1997,89
Congo Rep.,1996,100
Congo Rep.,1995,104
Congo Rep.,1994,102
Congo Rep.,1993,101
Congo Rep.,1992,103
Congo Rep.,1991,102
Congo Rep.,1990,104
Congo Rep.,1989,106
Congo Rep.,1988,99
Congo Rep.,1987,75
Congo Rep.,1986,89
Congo Rep.,1985,148
Congo Rep.,1984,114
Congo Rep.,1983,149
Congo Rep.,1982,121
Congo Rep.,1981,137
Congo Rep.,1980,145
Congo Rep.,1979,165
Congo Rep.,1978,202
Congo Rep.,1977,222
Congo Rep.,1976,150
Congo Rep.,1975,113
Congo Rep.,1974,118
Congo Rep.,1973,116
Congo Rep.,1972,104
Congo Rep.,1971,113
Congo Rep.,1970,95
Congo Rep.,1969,89
Congo Rep.,1968,73
Congo Rep.,1967,81
Congo Rep.,1966,72
Congo Rep.,1965,112
Congo Rep.,1964,73
Congo Rep.,1963,80
Congo Rep.,1962,79
Congo Rep.,1961,65
Congo Dem. Rep.,2007,84
Congo Dem. Rep.,2006,86
Congo Dem. Rep.,2005,86
Congo Dem. Rep.,2004,86
Congo Dem. Rep.,2003,78
Congo Dem. Rep.,2002,79
Congo Dem. Rep.,2001,85
Congo Dem. Rep.,2000,104
Congo Dem. Rep.,1999,110
Congo Dem. Rep.,1998,121
Congo Dem. Rep.,1997,138
Congo Dem. Rep.,1996,143
Congo Dem. Rep.,1995,157
Congo Dem. Rep.,1994,163
Congo Dem. Rep.,1993,166
Congo Dem. Rep.,1992,169
Congo Dem. Rep.,1991,176
Congo Dem. Rep.,1990,185
Congo Dem. Rep.,1989,181
Congo Dem. Rep.,1988,189
Congo Dem. Rep.,1987,192
Congo Dem. Rep.,1986,200
Congo Dem. Rep.,1985,215
Congo Dem. Rep.,1984,230
Congo Dem. Rep.,1983,227
Congo Dem. Rep.,1982,230
Congo Dem. Rep.,1981,190
Congo Dem. Rep.,1980,193
Congo Dem. Rep.,1979,179
Congo Dem. Rep.,1978,198
Congo Dem. Rep.,1977,212
Congo Dem. Rep.,1976,221
Congo Dem. Rep.,1975,209
Congo Dem. Rep.,1974,206
Congo Dem. Rep.,1973,218
Congo Dem. Rep.,1972,219
Congo Dem. Rep.,1971,212
Congo Dem. Rep.,1970,216
Congo Dem. Rep.,1969,206
Congo Dem. Rep.,1968,186
Congo Dem. Rep.,1967,150
Congo Dem. Rep.,1966,147
Congo Dem. Rep.,1965,145
Congo Dem. Rep.,1964,166
Congo Dem. Rep.,1963,191
Congo Dem. Rep.,1962,184
Congo Dem. Rep.,1961,188
Cook Islands,2007,0
Cook Islands,2006,0
Cook Islands,2005,0
Cook Islands,2004,0
Cook Islands,2003,60
Cook Islands,2002,100
Cook Islands,2001,100
Cook Islands,2000,100
Cook Islands,1999,100
Cook Islands,1998,200
Cook Islands,1997,300
Cook Islands,1996,400
Cook Islands,1995,300
Cook Islands,1994,160
Cook Islands,1993,80
Cook Islands,1992,100
Cook Islands,1991,40
Cook Islands,1990,40
Cook Islands,1989,20
Cook Islands,1988,20
Cook Islands,1987,40
Cook Islands,1986,40
Cook Islands,1985,40
Cook Islands,1984,40
Cook Islands,1983,40
Cook Islands,1982,40
Cook Islands,1981,40
Cook Islands,1980,40
Cook Islands,1979,40
Cook Islands,1978,40
Cook Islands,1977,60
Cook Islands,1976,40
Cook Islands,1975,200
Cook Islands,1974,200
Cook Islands,1973,200
Cook Islands,1972,200
Cook Islands,1971,200
Cook Islands,1970,200
Cook Islands,1969,200
Cook Islands,1968,200
Cook Islands,1967,240
Cook Islands,1966,220
Cook Islands,1965,200
Cook Islands,1964,220
Cook Islands,1963,140
Cook Islands,1962,100
Cook Islands,1961,60
Costa Rica,2007,81
Costa Rica,2006,66
Costa Rica,2005,82
Costa Rica,2004,69
Costa Rica,2003,86
Costa Rica,2002,91
Costa Rica,2001,98
Costa Rica,2000,105
Costa Rica,1999,96
Costa Rica,1998,100
Costa Rica,1997,86
Costa Rica,1996,101
Costa Rica,1995,99
Costa Rica,1994,99
Costa Rica,1993,105
Costa Rica,1992,112
Costa Rica,1991,104
Costa Rica,1990,101
Costa Rica,1989,104
Costa Rica,1988,98
Costa Rica,1987,92
Costa Rica,1986,86
Costa Rica,1985,85
Costa Rica,1984,94
Costa Rica,1983,85
Costa Rica,1982,78
Costa Rica,1981,82
Costa Rica,1980,76
Costa Rica,1979,71
Costa Rica,1978,70
Costa Rica,1977,69
Costa Rica,1976,59
Costa Rica,1975,56
Costa Rica,1974,59
Costa Rica,1973,66
Costa Rica,1972,54
Costa Rica,1971,60
Costa Rica,1970,50
Costa Rica,1969,58
Costa Rica,1968,51
Costa Rica,1967,57
Costa Rica,1966,51
Costa Rica,1965,45
Costa Rica,1964,36
Costa Rica,1963,44
Costa Rica,1962,39
Costa Rica,1961,43
Cote d'Ivoire,2007,60
Cote d'Ivoire,2006,75
Cote d'Ivoire,2005,86
Cote d'Ivoire,2004,57
Cote d'Ivoire,2003,77
Cote d'Ivoire,2002,81
Cote d'Ivoire,2001,88
Cote d'Ivoire,2000,112
Cote d'Ivoire,1999,99
Cote d'Ivoire,1998,94
Cote d'Ivoire,1997,81
Cote d'Ivoire,1996,59
Cote d'Ivoire,1995,59
Cote d'Ivoire,1994,59
Cote d'Ivoire,1993,55
Cote d'Ivoire,1992,67
Cote d'Ivoire,1991,65
Cote d'Ivoire,1990,75
Cote d'Ivoire,1989,70
Cote d'Ivoire,1988,61
Cote d'Ivoire,1987,66
Cote d'Ivoire,1986,62
Cote d'Ivoire,1985,65
Cote d'Ivoire,1984,30
Cote d'Ivoire,1983,57
Cote d'Ivoire,1982,51
Cote d'Ivoire,1981,68
Cote d'Ivoire,1980,52
Cote d'Ivoire,1979,52
Cote d'Ivoire,1978,40
Cote d'Ivoire,1977,50
Cote d'Ivoire,1976,51
Cote d'Ivoire,1975,45
Cote d'Ivoire,1974,35
Cote d'Ivoire,1973,49
Cote d'Ivoire,1972,44
Cote d'Ivoire,1971,38
Cote d'Ivoire,1970,44
Cote d'Ivoire,1969,35
Cote d'Ivoire,1968,44
Cote d'Ivoire,1967,21
Cote d'Ivoire,1966,40
Cote d'Ivoire,1965,30
Cote d'Ivoire,1964,38
Cote d'Ivoire,1963,28
Cote d'Ivoire,1962,14
Cote d'Ivoire,1961,26
Croatia,2007,125
Croatia,2006,109
Croatia,2005,97
Croatia,2004,103
Croatia,2003,97
Croatia,2002,108
Croatia,2001,103
Croatia,2000,96
Croatia,1999,99
Croatia,1998,119
Croatia,1997,111
Croatia,1996,110
Croatia,1995,84
Croatia,1994,85
Croatia,1993,96
Croatia,1992,116
Cuba,2007,81
Cuba,2006,90
Cuba,2005,80
Cuba,2004,97
Cuba,2003,82
Cuba,2002,103
Cuba,2001,98
Cuba,2000,100
Cuba,1999,101
Cuba,1998,110
Cuba,1997,100
Cuba,1996,98
Cuba,1995,83
Cuba,1994,63
Cuba,1993,70
Cuba,1992,84
Cuba,1991,101
Cuba,1990,120
Cuba,1989,138
Cuba,1988,128
Cuba,1987,127
Cuba,1986,142
Cuba,1985,141
Cuba,1984,140
Cuba,1983,101
Cuba,1982,146
Cuba,1981,162
Cuba,1980,44
Cuba,1979,109
Cuba,1978,120
Cuba,1977,129
Cuba,1976,163
Cuba,1975,133
Cuba,1974,147
Cuba,1973,129
Cuba,1972,124
Cuba,1971,88
Cuba,1970,99
Cuba,1969,122
Cuba,1968,146
Cuba,1967,151
Cuba,1966,165
Cuba,1965,114
Cuba,1964,143
Cuba,1963,161
Cuba,1962,188
Cuba,1961,170
Cyprus,2007,74
Cyprus,2006,73
Cyprus,2005,79
Cyprus,2004,75
Cyprus,2003,81
Cyprus,2002,102
Cyprus,2001,105
Cyprus,2000,99
Cyprus,1999,95
Cyprus,1998,100
Cyprus,1997,96
Cyprus,1996,94
Cyprus,1995,93
Cyprus,1994,101
Cyprus,1993,90
Cyprus,1992,88
Cyprus,1991,74
Cyprus,1990,88
Cyprus,1989,86
Cyprus,1988,73
Cyprus,1987,97
Cyprus,1986,81
Cyprus,1985,85
Cyprus,1984,81
Cyprus,1983,69
Cyprus,1982,65
Cyprus,1981,86
Cyprus,1980,75
Cyprus,1979,70
Cyprus,1978,69
Cyprus,1977,57
Cyprus,1976,54
Cyprus,1975,37
Cyprus,1974,70
Cyprus,1973,94
Cyprus,1972,202
Cyprus,1971,220
Cyprus,1970,166
Cyprus,1969,227
Cyprus,1968,180
Cyprus,1967,238
Cyprus,1966,166
Cyprus,1965,356
Cyprus,1964,168
Cyprus,1963,188
Cyprus,1962,188
Cyprus,1961,165
Czech Republic,2007,17
Czech Republic,2006,64
Czech Republic,2005,88
Czech Republic,2004,97
Czech Republic,2003,74
Czech Republic,2002,92
Czech Republic,2001,105
Czech Republic,2000,92
Czech Republic,1999,101
Czech Republic,1998,62
Czech Republic,1997,41
Czech Republic,1996,98
Czech Republic,1995,175
Czech Republic,1994,144
Czech Republic,1993,139
Denmark,2007,89
Denmark,2006,90
Denmark,2005,90
Denmark,2004,94
Denmark,2003,90
Denmark,2002,110
Denmark,2001,112
Denmark,2000,132
Denmark,1999,55
Denmark,1998,26
Denmark,1997,38
Denmark,1996,29
Denmark,1995,22
Denmark,1994,14
Denmark,1993,14
Denmark,1992,30
Denmark,1991,25
Denmark,1990,19
Denmark,1989,15
Denmark,1988,12
Denmark,1987,12
Denmark,1986,12
Denmark,1985,13
Denmark,1984,12
Denmark,1983,13
Denmark,1982,12
Denmark,1981,13
Denmark,1980,12
Denmark,1979,11
Denmark,1978,11
Denmark,1977,11
Denmark,1976,9
Denmark,1975,8
Denmark,1974,7
Denmark,1973,6
Denmark,1972,6
Denmark,1971,7
Denmark,1970,15
Denmark,1969,24
Denmark,1968,30
Denmark,1967,36
Denmark,1966,40
Denmark,1965,41
Denmark,1964,42
Denmark,1963,42
Denmark,1962,30
Denmark,1961,36
Dominica,2007,109
Dominica,2006,102
Dominica,2005,102
Dominica,2004,102
Dominica,2003,102
Dominica,2002,100
Dominica,2001,100
Dominica,2000,100
Dominica,1999,100
Dominica,1998,97
Dominica,1997,97
Dominica,1996,97
Dominica,1995,94
Dominica,1994,94
Dominica,1993,91
Dominica,1992,55
Dominica,1991,55
Dominica,1990,48
Dominica,1989,52
Dominica,1988,52
Dominica,1987,51
Dominica,1986,52
Dominica,1985,51
Dominica,1984,50
Dominica,1983,47
Dominica,1982,46
Dominica,1981,45
Dominica,1980,44
Dominica,1979,46
Dominica,1978,0
Dominica,1977,0
Dominica,1976,0
Dominica,1975,0
Dominica,1974,0
Dominica,1973,0
Dominica,1972,0
Dominica,1971,0
Dominica,1970,0
Dominica,1969,0
Dominica,1968,0
Dominica,1967,0
Dominica,1966,0
Dominica,1965,0
Dominica,1964,0
Dominica,1963,0
Dominica,1962,0
Dominica,1961,0
Dominican Republic,2007,89
Dominican Republic,2006,90
Dominican Republic,2005,84
Dominican Republic,2004,80
Dominican Republic,2003,82
Dominican Republic,2002,86
Dominican Republic,2001,96
Dominican Republic,2000,111
Dominican Republic,1999,92
Dominican Republic,1998,203
Dominican Republic,1997,162
Dominican Republic,1996,140
Dominican Republic,1995,116
Dominican Republic,1994,102
Dominican Republic,1993,107
Dominican Republic,1992,117
Dominican Republic,1991,148
Dominican Republic,1990,138
Dominican Republic,1989,179
Dominican Republic,1988,178
Dominican Republic,1987,179
Dominican Republic,1986,171
Dominican Republic,1985,192
Dominican Republic,1984,182
Dominican Republic,1983,194
Dominican Republic,1982,189
Dominican Republic,1981,193
Dominican Republic,1980,194
Dominican Republic,1979,214
Dominican Republic,1978,219
Dominican Republic,1977,185
Dominican Republic,1976,211
Dominican Republic,1975,172
Dominican Republic,1974,172
Dominican Republic,1973,208
Dominican Republic,1972,139
Dominican Republic,1971,129
Dominican Republic,1970,125
Dominican Republic,1969,122
Dominican Republic,1968,108
Dominican Republic,1967,117
Dominican Republic,1966,121
Dominican Republic,1965,115
Dominican Republic,1964,155
Dominican Republic,1963,157
Dominican Republic,1962,140
Dominican Republic,1961,140
Ecuador,2007,43
Ecuador,2006,39
Ecuador,2005,80
Ecuador,2004,70
Ecuador,2003,65
Ecuador,2002,63
Ecuador,2001,111
Ecuador,2000,96
Ecuador,1999,91
Ecuador,1998,41
Ecuador,1997,67
Ecuador,1996,128
Ecuador,1995,100
Ecuador,1994,123
Ecuador,1993,98
Ecuador,1992,104
Ecuador,1991,103
Ecuador,1990,102
Ecuador,1989,94
Ecuador,1988,101
Ecuador,1987,81
Ecuador,1986,92
Ecuador,1985,84
Ecuador,1984,71
Ecuador,1983,56
Ecuador,1982,68
Ecuador,1981,76
Ecuador,1980,64
Ecuador,1979,71
Ecuador,1978,63
Ecuador,1977,66
Ecuador,1976,71
Ecuador,1975,62
Ecuador,1974,73
Ecuador,1973,70
Ecuador,1972,56
Ecuador,1971,54
Ecuador,1970,54
Ecuador,1969,44
Ecuador,1968,46
Ecuador,1967,52
Ecuador,1966,51
Ecuador,1965,55
Ecuador,1964,44
Ecuador,1963,37
Ecuador,1962,45
Ecuador,1961,42
Egypt,2007,86
Egypt,2006,81
Egypt,2005,78
Egypt,2004,110
Egypt,2003,76
Egypt,2002,108
Egypt,2001,123
Egypt,2000,86
Egypt,1999,89
Egypt,1998,88
Egypt,1997,127
Egypt,1996,129
Egypt,1995,92
Egypt,1994,96
Egypt,1993,153
Egypt,1992,137
Egypt,1991,112
Egypt,1990,113
Egypt,1989,111
Egypt,1988,121
Egypt,1987,135
Egypt,1986,155
Egypt,1985,164
Egypt,1984,148
Egypt,1983,147
Egypt,1982,168
Egypt,1981,183
Egypt,1980,195
Egypt,1979,179
Egypt,1978,162
Egypt,1977,148
Egypt,1976,146
Egypt,1975,142
Egypt,1974,162
Egypt,1973,179
Egypt,1972,188
Egypt,1971,186
Egypt,1970,185
Egypt,1969,197
Egypt,1968,159
Egypt,1967,158
Egypt,1966,165
Egypt,1965,188
Egypt,1964,183
Egypt,1963,161
Egypt,1962,166
Egypt,1961,123
El Salvador,2007,73
El Salvador,2006,61
El Salvador,2005,70
El Salvador,2004,66
El Salvador,2003,63
El Salvador,2002,71
El Salvador,2001,86
El Salvador,2000,89
El Salvador,1999,124
El Salvador,1998,92
El Salvador,1997,96
El Salvador,1996,114
El Salvador,1995,110
El Salvador,1994,109
El Salvador,1993,112
El Salvador,1992,138
El Salvador,1991,118
El Salvador,1990,118
El Salvador,1989,104
El Salvador,1988,105
El Salvador,1987,127
El Salvador,1986,130
El Salvador,1985,154
El Salvador,1984,165
El Salvador,1983,178
El Salvador,1982,191
El Salvador,1981,200
El Salvador,1980,228
El Salvador,1979,233
El Salvador,1978,229
El Salvador,1977,208
El Salvador,1976,189
El Salvador,1975,227
El Salvador,1974,225
El Salvador,1973,192
El Salvador,1972,207
El Salvador,1971,187
El Salvador,1970,161
El Salvador,1969,171
El Salvador,1968,142
El Salvador,1967,163
El Salvador,1966,166
El Salvador,1965,194
El Salvador,1964,195
El Salvador,1963,192
El Salvador,1962,155
El Salvador,1961,150
Equatorial Guinea,2007,100
Equatorial Guinea,2006,100
Equatorial Guinea,2005,88
Equatorial Guinea,2004,88
Equatorial Guinea,2003,111
Equatorial Guinea,2002,111
Equatorial Guinea,2001,111
Equatorial Guinea,2000,111
Equatorial Guinea,1999,77
Equatorial Guinea,1998,111
Equatorial Guinea,1997,111
Equatorial Guinea,1996,111
Equatorial Guinea,1995,100
Equatorial Guinea,1994,111
Equatorial Guinea,1993,122
Equatorial Guinea,1992,122
Equatorial Guinea,1991,133
Equatorial Guinea,1990,144
Equatorial Guinea,1989,155
Equatorial Guinea,1988,155
Equatorial Guinea,1987,155
Equatorial Guinea,1986,155
Equatorial Guinea,1985,155
Equatorial Guinea,1984,151
Equatorial Guinea,1983,148
Equatorial Guinea,1982,148
Equatorial Guinea,1981,146
Equatorial Guinea,1980,133
Equatorial Guinea,1979,133
Equatorial Guinea,1978,120
Equatorial Guinea,1977,106
Equatorial Guinea,1976,120
Equatorial Guinea,1975,120
Equatorial Guinea,1974,146
Equatorial Guinea,1973,140
Equatorial Guinea,1972,153
Equatorial Guinea,1971,153
Equatorial Guinea,1970,160
Equatorial Guinea,1969,160
Equatorial Guinea,1968,166
Equatorial Guinea,1967,193
Equatorial Guinea,1966,142
Equatorial Guinea,1965,148
Equatorial Guinea,1964,183
Equatorial Guinea,1963,148
Equatorial Guinea,1962,180
Equatorial Guinea,1961,146
Eritrea,2007,94
Eritrea,2006,94
Eritrea,2005,94
Eritrea,2004,95
Eritrea,2003,94
Eritrea,2002,94
Eritrea,2001,103
Eritrea,2000,97
Eritrea,1999,99
Eritrea,1998,99
Eritrea,1997,99
Eritrea,1996,100
Eritrea,1995,99
Eritrea,1994,102
Eritrea,1993,96
Estonia,2007,217
Estonia,2006,178
Estonia,2005,190
Estonia,2004,135
Estonia,2003,84
Estonia,2002,119
Estonia,2001,115
Estonia,2000,107
Estonia,1999,77
Estonia,1998,93
Estonia,1997,160
Estonia,1996,234
Estonia,1995,266
Estonia,1994,351
Estonia,1993,388
Estonia,1992,497
Ethiopia,2007,142
Ethiopia,2006,116
Ethiopia,2005,93
Ethiopia,2004,89
Ethiopia,2003,105
Ethiopia,2002,103
Ethiopia,2001,102
Ethiopia,2000,100
Ethiopia,1999,96
Ethiopia,1998,101
Ethiopia,1997,102
Ethiopia,1996,108
Ethiopia,1995,101
Ethiopia,1994,93
Ethiopia,1993,80
Falkland Islands,2007,103
Falkland Islands,2006,101
Falkland Islands,2005,101
Falkland Islands,2004,101
Falkland Islands,2003,101
Falkland Islands,2002,138
Falkland Islands,2001,101
Falkland Islands,2000,99
Falkland Islands,1999,99
Falkland Islands,1998,101
Falkland Islands,1997,103
Falkland Islands,1996,98
Falkland Islands,1995,104
Falkland Islands,1994,111
Falkland Islands,1993,110
Falkland Islands,1992,119
Falkland Islands,1991,108
Falkland Islands,1990,111
Falkland Islands,1989,109
Falkland Islands,1988,100
Falkland Islands,1987,97
Falkland Islands,1986,98
Falkland Islands,1985,97
Falkland Islands,1984,90
Falkland Islands,1983,98
Falkland Islands,1982,92
Falkland Islands,1981,91
Falkland Islands,1980,95
Falkland Islands,1979,92
Falkland Islands,1978,90
Falkland Islands,1977,89
Falkland Islands,1976,96
Falkland Islands,1975,92
Falkland Islands,1974,85
Falkland Islands,1973,86
Falkland Islands,1972,92
Falkland Islands,1971,92
Falkland Islands,1970,92
Falkland Islands,1969,90
Falkland Islands,1968,90
Falkland Islands,1967,88
Falkland Islands,1966,90
Falkland Islands,1965,94
Falkland Islands,1964,92
Falkland Islands,1963,94
Falkland Islands,1962,97
Falkland Islands,1961,88
Fiji,2007,85
Fiji,2006,102
Fiji,2005,106
Fiji,2004,72
Fiji,2003,123
Fiji,2002,76
Fiji,2001,124
Fiji,2000,100
Fiji,1999,74
Fiji,1998,53
Fiji,1997,69
Fiji,1996,68
Fiji,1995,44
Fiji,1994,87
Fiji,1993,140
Fiji,1992,119
Fiji,1991,129
Fiji,1990,168
Fiji,1989,65
Fiji,1988,42
Fiji,1987,69
Fiji,1986,98
Fiji,1985,124
Fiji,1984,75
Fiji,1983,106
Fiji,1982,124
Fiji,1981,101
Fiji,1980,132
Fiji,1979,97
Fiji,1978,87
Fiji,1977,171
Fiji,1976,155
Fiji,1975,130
Fiji,1974,127
Fiji,1973,127
Fiji,1972,127
Fiji,1971,130
Fiji,1970,129
Fiji,1969,133
Fiji,1968,246
Fiji,1967,157
Fiji,1966,220
Fiji,1965,220
Fiji,1964,195
Fiji,1963,195
Fiji,1962,135
Fiji,1961,135
Finland,2007,66
Finland,2006,59
Finland,2005,69
Finland,2004,74
Finland,2003,83
Finland,2002,85
Finland,2001,97
Finland,2000,104
Finland,1999,98
Finland,1998,112
Finland,1997,140
Finland,1996,147
Finland,1995,192
Finland,1994,264
Finland,1993,239
Finland,1992,242
Finland,1991,235
Finland,1990,192
Finland,1989,39
Finland,1988,43
Finland,1987,45
Finland,1986,33
Finland,1985,31
Finland,1984,31
Finland,1983,31
Finland,1982,27
Finland,1981,23
Finland,1980,30
Finland,1979,30
Finland,1978,34
Finland,1977,37
Finland,1976,40
Finland,1975,62
Finland,1974,62
Finland,1973,62
Finland,1972,62
Finland,1971,62
Finland,1970,62
Finland,1969,62
Finland,1968,62
Finland,1967,62
Finland,1966,62
Finland,1965,62
Finland,1964,62
Finland,1963,93
Finland,1962,81
Finland,1961,89
France,2007,94
France,2006,96
France,2005,103
France,2004,105
France,2003,102
France,2002,99
France,2001,96
France,2000,102
France,1999,101
France,1998,98
France,1997,98
France,1996,99
France,1995,102
France,1994,102
France,1993,101
France,1992,97
France,1991,95
France,1990,97
France,1989,96
France,1988,104
France,1987,104
France,1986,100
France,1985,106
France,1984,100
France,1983,95
France,1982,103
France,1981,94
France,1980,100
France,1979,113
France,1978,113
France,1977,112
France,1976,116
France,1975,108
France,1974,109
France,1973,110
France,1972,112
France,1971,115
France,1970,123
France,1969,126
France,1968,128
France,1967,133
France,1966,132
France,1965,133
France,1964,131
France,1963,135
France,1962,122
France,1961,118
French Polynesia,2007,88
French Polynesia,2006,88
French Polynesia,2005,88
French Polynesia,2004,83
French Polynesia,2003,100
French Polynesia,2002,100
French Polynesia,2001,100
French Polynesia,2000,100
French Polynesia,1999,100
French Polynesia,1998,88
French Polynesia,1997,61
French Polynesia,1996,55
French Polynesia,1995,55
French Polynesia,1994,50
French Polynesia,1993,44
French Polynesia,1992,22
French Polynesia,1991,72
French Polynesia,1990,33
French Polynesia,1989,55
French Polynesia,1988,22
French Polynesia,1987,22
French Polynesia,1986,77
French Polynesia,1985,305
French Polynesia,1984,350
French Polynesia,1983,788
French Polynesia,1982,311
French Polynesia,1981,672
French Polynesia,1980,933
French Polynesia,1979,1000
French Polynesia,1978,694
French Polynesia,1977,466
French Polynesia,1976,566
French Polynesia,1975,888
French Polynesia,1974,722
French Polynesia,1973,666
French Polynesia,1972,611
French Polynesia,1971,611
French Polynesia,1970,566
French Polynesia,1969,805
French Polynesia,1968,1055
French Polynesia,1967,700
French Polynesia,1966,961
French Polynesia,1965,494
French Polynesia,1964,1111
French Polynesia,1963,783
French Polynesia,1962,1505
French Polynesia,1961,627
Gabon,2007,109
Gabon,2006,100
Gabon,2005,100
Gabon,2004,100
Gabon,2003,100
Gabon,2002,101
Gabon,2001,99
Gabon,2000,101
Gabon,1999,98
Gabon,1998,99
Gabon,1997,92
Gabon,1996,67
Gabon,1995,46
Gabon,1994,39
Gabon,1993,29
Gabon,1992,21
Gabon,1991,24
Gabon,1990,21
Gabon,1989,43
Gabon,1988,37
Gabon,1987,23
Gabon,1986,18
Gabon,1985,17
Gabon,1984,16
Gabon,1983,19
Gabon,1982,25
Gabon,1981,10
Gabon,1980,9
Gabon,1979,3
Gabon,1978,6
Gabon,1977,4
Gabon,1976,1
Gabon,1975,3
Gabon,1974,8
Gabon,1973,7
Gabon,1972,12
Gabon,1971,8
Gabon,1970,12
Gabon,1969,16
Gabon,1968,16
Gabon,1967,12
Gabon,1966,12
Gabon,1965,15
Gabon,1964,15
Gabon,1963,15
Gabon,1962,34
Gabon,1961,15
