Region,Year,PIN
Burundi,1978,118
Burundi,1977,117
Burundi,1976,127
Burundi,1975,112
Burundi,1974,104
Burundi,1973,102
Burundi,1972,98
Burundi,1971,91
Burundi,1970,89
Burundi,1969,88
Burundi,1968,78
Burundi,1967,75
Burundi,1966,70
Burundi,1965,67
Burundi,1964,62
Burundi,1963,60
Burundi,1962,59
Burundi,1961,57
Cambodia,2007,118
Cambodia,2006,116
Cambodia,2005,113
Cambodia,2004,107
Cambodia,2003,104
Cambodia,2002,101
Cambodia,2001,104
Cambodia,2000,102
Cambodia,1999,93
Cambodia,1998,88
Cambodia,1997,87
Cambodia,1996,81
Cambodia,1995,78
Cambodia,1994,75
Cambodia,1993,76
Cambodia,1992,73
Cambodia,1991,62
Cambodia,1990,59
Cambodia,1989,61
Cambodia,1988,56
Cambodia,1987,50
Cambodia,1986,47
Cambodia,1985,45
Cambodia,1984,39
Cambodia,1983,34
Cambodia,1982,31
Cambodia,1981,20
Cambodia,1980,17
Cambodia,1979,16
Cambodia,1978,19
Cambodia,1977,21
Cambodia,1976,24
Cambodia,1975,29
Cambodia,1974,36
Cambodia,1973,40
Cambodia,1972,40
Cambodia,1971,40
Cambodia,1970,41
Cambodia,1969,41
Cambodia,1968,36
Cambodia,1967,32
Cambodia,1966,27
Cambodia,1965,25
Cambodia,1964,23
Cambodia,1963,24
Cambodia,1962,23
Cambodia,1961,21
Cameroon,2007,103
Cameroon,2006,103
Cameroon,2005,103
Cameroon,2004,102
Cameroon,2003,100
Cameroon,2002,100
Cameroon,2001,101
Cameroon,2000,98
Cameroon,1999,100
Cameroon,1998,92
Cameroon,1997,88
Cameroon,1996,85
Cameroon,1995,86
Cameroon,1994,86
Cameroon,1993,86
Cameroon,1992,85
Cameroon,1991,84
Cameroon,1990,83
Cameroon,1989,79
Cameroon,1988,77
Cameroon,1987,71
Cameroon,1986,66
Cameroon,1985,63
Cameroon,1984,61
Cameroon,1983,54
Cameroon,1982,52
Cameroon,1981,50
Cameroon,1980,52
Cameroon,1979,51
Cameroon,1978,49
Cameroon,1977,47
Cameroon,1976,45
Cameroon,1975,42
Cameroon,1974,42
Cameroon,1973,41
Cameroon,1972,42
Cameroon,1971,40
Cameroon,1970,38
Cameroon,1969,34
Cameroon,1968,34
Cameroon,1967,32
Cameroon,1966,31
Cameroon,1965,29
Cameroon,1964,27
Cameroon,1963,28
Cameroon,1962,28
Cameroon,1961,28
Canada,2007,111
Canada,2006,110
Canada,2005,111
Canada,2004,107
Canada,2003,100
Canada,2002,108
Canada,2001,103
Canada,2000,98
Canada,1999,97
Canada,1998,95
Canada,1997,91
Canada,1996,88
Canada,1995,83
Canada,1994,79
Canada,1993,77
Canada,1992,79
Canada,1991,75
Canada,1990,76
Canada,1989,75
Canada,1988,74
Canada,1987,71
Canada,1986,71
Canada,1985,72
Canada,1984,71
Canada,1983,69
Canada,1982,70
Canada,1981,68
Canada,1980,67
Canada,1979,64
Canada,1978,66
Canada,1977,68
Canada,1976,67
Canada,1975,64
Canada,1974,62
Canada,1973,61
Canada,1972,63
Canada,1971,62
Canada,1970,63
Canada,1969,61
Canada,1968,61
Canada,1967,60
Canada,1966,60
Canada,1965,60
Canada,1964,57
Canada,1963,55
Canada,1962,54
Canada,1961,54
Cape Verde,2007,132
Cape Verde,2006,123
Cape Verde,2005,115
Cape Verde,2004,107
Cape Verde,2003,99
Cape Verde,2002,100
Cape Verde,2001,100
Cape Verde,2000,96
Cape Verde,1999,103
Cape Verde,1998,101
Cape Verde,1997,89
Cape Verde,1996,76
Cape Verde,1995,103
Cape Verde,1994,77
Cape Verde,1993,94
Cape Verde,1992,90
Cape Verde,1991,61
Cape Verde,1990,57
Cape Verde,1989,55
Cape Verde,1988,55
Cape Verde,1987,45
Cape Verde,1986,39
Cape Verde,1985,34
Cape Verde,1984,26
Cape Verde,1983,26
Cape Verde,1982,34
Cape Verde,1981,25
Cape Verde,1980,22
Cape Verde,1979,20
Cape Verde,1978,19
Cape Verde,1977,18
Cape Verde,1976,16
Cape Verde,1975,16
Cape Verde,1974,16
Cape Verde,1973,18
Cape Verde,1972,18
Cape Verde,1971,18
Cape Verde,1970,18
Cape Verde,1969,17
Cape Verde,1968,17
Cape Verde,1967,16
Cape Verde,1966,15
Cape Verde,1965,15
Cape Verde,1964,13
Cape Verde,1963,13
Cape Verde,1962,11
Cape Verde,1961,11
Cayman Islands,2007,108
Cayman Islands,2006,100
Cayman Islands,2005,100
Cayman Islands,2004,100
Cayman Islands,2003,100
Cayman Islands,2002,100
Cayman Islands,2001,100
Cayman Islands,2000,100
Cayman Islands,1999,100
Cayman Islands,1998,100
Cayman Islands,1997,100
Cayman Islands,1996,100
Cayman Islands,1995,100
Cayman Islands,1994,100
Cayman Islands,1993,100
Cayman Islands,1992,108
Cayman Islands,1991,100
Cayman Islands,1990,204
Cayman Islands,1989,326
Cayman Islands,1988,325
Cayman Islands,1987,260
Cayman Islands,1986,277
Cayman Islands,1985,260
Cayman Islands,1984,260
Cayman Islands,1983,368
Cayman Islands,1982,368
Cayman Islands,1981,368
Cayman Islands,1980,364
Cayman Islands,1979,359
Cayman Islands,1978,355
Cayman Islands,1977,355
Cayman Islands,1976,355
Cayman Islands,1975,351
Cayman Islands,1974,351
Cayman Islands,1973,346
Cayman Islands,1972,346
Cayman Islands,1971,346
Cayman Islands,1970,342
Cayman Islands,1969,342
Cayman Islands,1968,338
Cayman Islands,1967,338
Cayman Islands,1966,338
Cayman Islands,1965,0
Cayman Islands,1964,0
Cayman Islands,1963,0
Cayman Islands,1962,0
Cayman Islands,1961,0
Central African Republic,2007,99
Central African Republic,2006,118
Central African Republic,2005,118
Central African Republic,2004,117
Central African Republic,2003,114
Central African Republic,2002,112
Central African Republic,2001,107
Central African Republic,2000,106
Central African Republic,1999,86
Central African Republic,1998,85
Central African Republic,1997,84
Central African Republic,1996,93
Central African Republic,1995,77
Central African Republic,1994,74
Central African Republic,1993,74
Central African Republic,1992,71
Central African Republic,1991,67
Central African Republic,1990,64
Central African Republic,1989,63
Central African Republic,1988,62
Central African Republic,1987,58
Central African Republic,1986,49
Central African Republic,1985,47
Central African Republic,1984,43
Central African Republic,1983,43
Central African Republic,1982,38
Central African Republic,1981,36
Central African Republic,1980,33
Central African Republic,1979,28
Central African Republic,1978,29
Central African Republic,1977,26
Central African Republic,1976,24
Central African Republic,1975,24
Central African Republic,1974,22
Central African Republic,1973,20
Central African Republic,1972,20
Central African Republic,1971,19
Central African Republic,1970,18
Central African Republic,1969,17
Central African Republic,1968,15
Central African Republic,1967,16
Central African Republic,1966,14
Central African Republic,1965,14
Central African Republic,1964,13
Central African Republic,1963,13
Central African Republic,1962,12
Central African Republic,1961,12
Chad,2007,114
Chad,2006,111
Chad,2005,109
Chad,2004,107
Chad,2003,105
Chad,2002,103
Chad,2001,100
Chad,2000,98
Chad,1999,100
Chad,1998,100
Chad,1997,99
Chad,1996,89
Chad,1995,86
Chad,1994,83
Chad,1993,82
Chad,1992,87
Chad,1991,85
Chad,1990,82
Chad,1989,80
Chad,1988,78
Chad,1987,75
Chad,1986,72
Chad,1985,61
Chad,1984,59
Chad,1983,74
Chad,1982,77
Chad,1981,75
Chad,1980,74
Chad,1979,72
Chad,1978,67
Chad,1977,62
Chad,1976,59
Chad,1975,56
Chad,1974,50
Chad,1973,56
Chad,1972,64
Chad,1971,62
Chad,1970,63
Chad,1969,61
Chad,1968,64
Chad,1967,63
Chad,1966,64
Chad,1965,61
Chad,1964,60
Chad,1963,60
Chad,1962,60
Chad,1961,58
Chile,2007,118
Chile,2006,116
Chile,2005,115
Chile,2004,111
Chile,2003,103
Chile,2002,103
Chile,2001,105
Chile,2000,98
Chile,1999,96
Chile,1998,95
Chile,1997,92
Chile,1996,88
Chile,1995,86
Chile,1994,81
Chile,1993,76
Chile,1992,69
Chile,1991,67
Chile,1990,66
Chile,1989,60
Chile,1988,55
Chile,1987,52
Chile,1986,50
Chile,1985,48
Chile,1984,48
Chile,1983,50
Chile,1982,52
Chile,1981,54
Chile,1980,48
Chile,1979,45
Chile,1978,43
Chile,1977,43
Chile,1976,45
Chile,1975,47
Chile,1974,44
Chile,1973,32
Chile,1972,32
Chile,1971,38
Chile,1970,44
Chile,1969,42
Chile,1968,41
Chile,1967,37
Chile,1966,36
Chile,1965,34
Chile,1964,31
Chile,1963,33
Chile,1962,31
Chile,1961,30
China,2007,122
China,2006,122
China,2005,119
China,2004,113
China,2003,109
China,2002,105
China,2001,102
China,2000,100
China,1999,97
China,1998,94
China,1997,87
China,1996,79
China,1995,77
China,1994,70
China,1993,62
China,1992,55
China,1991,50
China,1990,45
China,1989,41
China,1988,39
China,1987,35
China,1986,33
China,1985,30
China,1984,27
China,1983,24
China,1982,23
China,1981,21
China,1980,21
China,1979,19
China,1978,16
China,1977,15
China,1976,14
China,1975,14
China,1974,14
China,1973,14
China,1972,13
China,1971,12
China,1970,11
China,1969,11
China,1968,11
China,1967,11
China,1966,10
China,1965,10
China,1964,9
China,1963,7
China,1962,5
China,1961,5
Colombia,2007,102
Colombia,2006,111
Colombia,2005,118
Colombia,2004,113
Colombia,2003,105
Colombia,2002,105
Colombia,2001,104
Colombia,2000,99
Colombia,1999,95
Colombia,1998,98
Colombia,1997,94
Colombia,1996,92
Colombia,1995,93
Colombia,1994,85
Colombia,1993,81
Colombia,1992,78
Colombia,1991,82
Colombia,1990,79
Colombia,1989,73
Colombia,1988,68
Colombia,1987,63
Colombia,1986,61
Colombia,1985,59
Colombia,1984,58
Colombia,1983,55
Colombia,1982,58
Colombia,1981,58
Colombia,1980,54
Colombia,1979,55
Colombia,1978,51
Colombia,1977,52
Colombia,1976,52
Colombia,1975,47
Colombia,1974,44
Colombia,1973,42
Colombia,1972,44
Colombia,1971,45
Colombia,1970,42
Colombia,1969,39
Colombia,1968,37
Colombia,1967,36
Colombia,1966,36
Colombia,1965,37
Colombia,1964,36
Colombia,1963,35
Colombia,1962,34
Colombia,1961,32
Comoros,2007,98
Comoros,2006,98
Comoros,2005,98
Comoros,2004,98
Comoros,2003,96
Comoros,2002,102
Comoros,2001,100
Comoros,2000,98
Comoros,1999,100
Comoros,1998,97
Comoros,1997,94
Comoros,1996,98
Comoros,1995,98
Comoros,1994,99
Comoros,1993,97
Comoros,1992,94
Comoros,1991,93
Comoros,1990,91
Comoros,1989,94
Comoros,1988,92
Comoros,1987,89
Comoros,1986,86
Comoros,1985,90
Comoros,1984,92
Comoros,1983,91
Comoros,1982,92
Comoros,1981,92
Comoros,1980,93
Comoros,1979,94
Comoros,1978,109
Comoros,1977,105
Comoros,1976,102
Comoros,1975,98
Comoros,1974,95
Comoros,1973,91
Comoros,1972,85
Comoros,1971,78
Comoros,1970,74
Comoros,1969,74
Comoros,1968,73
Comoros,1967,70
Comoros,1966,70
Comoros,1965,66
Comoros,1964,62
Comoros,1963,58
Comoros,1962,54
Comoros,1961,51
Congo Rep.,2007,156
Congo Rep.,2006,148
Congo Rep.,2005,139
Congo Rep.,2004,125
Congo Rep.,2003,112
Congo Rep.,2002,110
Congo Rep.,2001,100
Congo Rep.,2000,100
Congo Rep.,1999,99
Congo Rep.,1998,93
Congo Rep.,1997,86
Congo Rep.,1996,83
Congo Rep.,1995,82
Congo Rep.,1994,81
Congo Rep.,1993,79
Congo Rep.,1992,77
Congo Rep.,1991,75
Congo Rep.,1990,73
Congo Rep.,1989,72
Congo Rep.,1988,72
Congo Rep.,1987,72
Congo Rep.,1986,71
Congo Rep.,1985,69
Congo Rep.,1984,67
Congo Rep.,1983,66
Congo Rep.,1982,65
Congo Rep.,1981,63
Congo Rep.,1980,61
Congo Rep.,1979,61
Congo Rep.,1978,59
Congo Rep.,1977,53
Congo Rep.,1976,53
Congo Rep.,1975,50
Congo Rep.,1974,48
Congo Rep.,1973,48
Congo Rep.,1972,47
Congo Rep.,1971,47
Congo Rep.,1970,44
Congo Rep.,1969,43
Congo Rep.,1968,42
Congo Rep.,1967,40
Congo Rep.,1966,41
Congo Rep.,1965,41
Congo Rep.,1964,41
Congo Rep.,1963,40
Congo Rep.,1962,39
Congo Rep.,1961,38
Congo Dem. Rep.,2007,96
Congo Dem. Rep.,2006,96
Congo Dem. Rep.,2005,97
Congo Dem. Rep.,2004,96
Congo Dem. Rep.,2003,96
Congo Dem. Rep.,2002,96
Congo Dem. Rep.,2001,98
Congo Dem. Rep.,2000,100
Congo Dem. Rep.,1999,101
Congo Dem. Rep.,1998,104
Congo Dem. Rep.,1997,104
Congo Dem. Rep.,1996,102
Congo Dem. Rep.,1995,101
Congo Dem. Rep.,1994,104
Congo Dem. Rep.,1993,103
Congo Dem. Rep.,1992,102
Congo Dem. Rep.,1991,98
Congo Dem. Rep.,1990,102
Congo Dem. Rep.,1989,104
Congo Dem. Rep.,1988,101
Congo Dem. Rep.,1987,99
Congo Dem. Rep.,1986,96
Congo Dem. Rep.,1985,93
Congo Dem. Rep.,1984,91
Congo Dem. Rep.,1983,90
Congo Dem. Rep.,1982,88
Congo Dem. Rep.,1981,87
Congo Dem. Rep.,1980,86
Congo Dem. Rep.,1979,85
Congo Dem. Rep.,1978,83
Congo Dem. Rep.,1977,86
Congo Dem. Rep.,1976,86
Congo Dem. Rep.,1975,85
Congo Dem. Rep.,1974,85
Congo Dem. Rep.,1973,85
Congo Dem. Rep.,1972,78
Congo Dem. Rep.,1971,79
Congo Dem. Rep.,1970,85
Congo Dem. Rep.,1969,84
Congo Dem. Rep.,1968,83
Congo Dem. Rep.,1967,83
Congo Dem. Rep.,1966,83
Congo Dem. Rep.,1965,82
Congo Dem. Rep.,1964,88
Congo Dem. Rep.,1963,86
Congo Dem. Rep.,1962,86
Congo Dem. Rep.,1961,85
Cook Islands,2007,73
Cook Islands,2006,71
Cook Islands,2005,70
Cook Islands,2004,71
Cook Islands,2003,75
Cook Islands,2002,90
Cook Islands,2001,93
Cook Islands,2000,102
Cook Islands,1999,103
Cook Islands,1998,110
Cook Islands,1997,88
Cook Islands,1996,89
Cook Islands,1995,68
Cook Islands,1994,60
Cook Islands,1993,51
Cook Islands,1992,44
Cook Islands,1991,50
Cook Islands,1990,54
Cook Islands,1989,57
Cook Islands,1988,61
Cook Islands,1987,66
Cook Islands,1986,71
Cook Islands,1985,71
Cook Islands,1984,72
Cook Islands,1983,72
Cook Islands,1982,73
Cook Islands,1981,72
Cook Islands,1980,75
Cook Islands,1979,76
Cook Islands,1978,76
Cook Islands,1977,76
Cook Islands,1976,70
Cook Islands,1975,48
Cook Islands,1974,44
Cook Islands,1973,32
Cook Islands,1972,28
Cook Islands,1971,36
Cook Islands,1970,33
Cook Islands,1969,32
Cook Islands,1968,32
Cook Islands,1967,31
Cook Islands,1966,24
Cook Islands,1965,40
Cook Islands,1964,33
Cook Islands,1963,34
Cook Islands,1962,33
Cook Islands,1961,32
Costa Rica,2007,116
Costa Rica,2006,114
Costa Rica,2005,112
Costa Rica,2004,103
Costa Rica,2003,102
Costa Rica,2002,100
Costa Rica,2001,100
Costa Rica,2000,99
Costa Rica,1999,99
Costa Rica,1998,93
Costa Rica,1997,91
Costa Rica,1996,94
Costa Rica,1995,94
Costa Rica,1994,88
Costa Rica,1993,80
Costa Rica,1992,79
Costa Rica,1991,82
Costa Rica,1990,77
Costa Rica,1989,71
Costa Rica,1988,69
Costa Rica,1987,69
Costa Rica,1986,66
Costa Rica,1985,66
Costa Rica,1984,57
Costa Rica,1983,53
Costa Rica,1982,51
Costa Rica,1981,57
Costa Rica,1980,55
Costa Rica,1979,56
Costa Rica,1978,52
Costa Rica,1977,55
Costa Rica,1976,53
Costa Rica,1975,46
Costa Rica,1974,38
Costa Rica,1973,35
Costa Rica,1972,35
Costa Rica,1971,34
Costa Rica,1970,32
Costa Rica,1969,30
Costa Rica,1968,28
Costa Rica,1967,24
Costa Rica,1966,23
Costa Rica,1965,25
Costa Rica,1964,25
Costa Rica,1963,23
Costa Rica,1962,20
Costa Rica,1961,21
Cote d'Ivoire,2007,110
Cote d'Ivoire,2006,112
Cote d'Ivoire,2005,111
Cote d'Ivoire,2004,111
Cote d'Ivoire,2003,106
Cote d'Ivoire,2002,103
Cote d'Ivoire,2001,102
Cote d'Ivoire,2000,99
Cote d'Ivoire,1999,97
Cote d'Ivoire,1998,96
Cote d'Ivoire,1997,93
Cote d'Ivoire,1996,87
Cote d'Ivoire,1995,90
Cote d'Ivoire,1994,90
Cote d'Ivoire,1993,94
Cote d'Ivoire,1992,92
Cote d'Ivoire,1991,91
Cote d'Ivoire,1990,90
Cote d'Ivoire,1989,85
Cote d'Ivoire,1988,82
Cote d'Ivoire,1987,80
Cote d'Ivoire,1986,79
Cote d'Ivoire,1985,75
Cote d'Ivoire,1984,76
Cote d'Ivoire,1983,74
Cote d'Ivoire,1982,71
Cote d'Ivoire,1981,69
Cote d'Ivoire,1980,63
Cote d'Ivoire,1979,60
Cote d'Ivoire,1978,59
Cote d'Ivoire,1977,57
Cote d'Ivoire,1976,53
Cote d'Ivoire,1975,52
Cote d'Ivoire,1974,51
Cote d'Ivoire,1973,47
Cote d'Ivoire,1972,46
Cote d'Ivoire,1971,46
Cote d'Ivoire,1970,43
Cote d'Ivoire,1969,42
Cote d'Ivoire,1968,42
Cote d'Ivoire,1967,41
Cote d'Ivoire,1966,37
Cote d'Ivoire,1965,37
Cote d'Ivoire,1964,37
Cote d'Ivoire,1963,31
Cote d'Ivoire,1962,30
Cote d'Ivoire,1961,30
Croatia,2007,116
Croatia,2006,115
Croatia,2005,111
Croatia,2004,106
Croatia,2003,104
Croatia,2002,101
Croatia,2001,102
Croatia,2000,92
Croatia,1999,105
Croatia,1998,101
Croatia,1997,99
Croatia,1996,101
Croatia,1995,102
Croatia,1994,107
Croatia,1993,115
Croatia,1992,126
Cuba,2007,88
Cuba,2006,85
Cuba,2005,80
Cuba,2004,85
Cuba,2003,89
Cuba,2002,91
Cuba,2001,96
Cuba,2000,101
Cuba,1999,102
Cuba,1998,96
Cuba,1997,94
Cuba,1996,101
Cuba,1995,99
Cuba,1994,99
Cuba,1993,95
Cuba,1992,102
Cuba,1991,130
Cuba,1990,157
Cuba,1989,160
Cuba,1988,158
Cuba,1987,157
Cuba,1986,159
Cuba,1985,157
Cuba,1984,155
Cuba,1983,151
Cuba,1982,145
Cuba,1981,151
Cuba,1980,141
Cuba,1979,137
Cuba,1978,137
Cuba,1977,136
Cuba,1976,125
Cuba,1975,111
Cuba,1974,117
Cuba,1973,124
Cuba,1972,129
Cuba,1971,128
Cuba,1970,131
Cuba,1969,134
Cuba,1968,134
Cuba,1967,112
Cuba,1966,105
Cuba,1965,101
Cuba,1964,97
Cuba,1963,90
Cuba,1962,86
Cuba,1961,81
Cyprus,2007,96
Cyprus,2006,97
Cyprus,2005,98
Cyprus,2004,102
Cyprus,2003,104
Cyprus,2002,105
Cyprus,2001,102
Cyprus,2000,100
Cyprus,1999,97
Cyprus,1998,93
Cyprus,1997,96
Cyprus,1996,90
Cyprus,1995,88
Cyprus,1994,83
Cyprus,1993,78
Cyprus,1992,70
Cyprus,1991,67
Cyprus,1990,67
Cyprus,1989,66
Cyprus,1988,62
Cyprus,1987,59
Cyprus,1986,55
Cyprus,1985,52
Cyprus,1984,50
Cyprus,1983,46
Cyprus,1982,43
Cyprus,1981,39
Cyprus,1980,37
Cyprus,1979,36
Cyprus,1978,35
Cyprus,1977,31
Cyprus,1976,29
Cyprus,1975,25
Cyprus,1974,36
Cyprus,1973,47
Cyprus,1972,46
Cyprus,1971,43
Cyprus,1970,38
Cyprus,1969,35
Cyprus,1968,30
Cyprus,1967,27
Cyprus,1966,25
Cyprus,1965,21
Cyprus,1964,18
Cyprus,1963,18
Cyprus,1962,17
Cyprus,1961,16
Czech Republic,2007,88
Czech Republic,2006,87
Czech Republic,2005,93
Czech Republic,2004,96
Czech Republic,2003,94
Czech Republic,2002,97
Czech Republic,2001,100
Czech Republic,2000,98
Czech Republic,1999,101
Czech Republic,1998,104
Czech Republic,1997,102
Czech Republic,1996,106
Czech Republic,1995,107
Czech Republic,1994,104
Czech Republic,1993,124
Denmark,2007,104
Denmark,2006,104
Denmark,2005,104
Denmark,2004,104
Denmark,2003,102
Denmark,2002,102
Denmark,2001,100
Denmark,2000,99
Denmark,1999,99
Denmark,1998,99
Denmark,1997,96
Denmark,1996,95
Denmark,1995,95
Denmark,1994,95
Denmark,1993,95
Denmark,1992,91
Denmark,1991,88
Denmark,1990,86
Denmark,1989,85
Denmark,1988,86
Denmark,1987,87
Denmark,1986,89
Denmark,1985,87
Denmark,1984,87
Denmark,1983,89
Denmark,1982,85
Denmark,1981,84
Denmark,1980,84
Denmark,1979,84
Denmark,1978,81
Denmark,1977,78
Denmark,1976,76
Denmark,1975,76
Denmark,1974,75
Denmark,1973,73
Denmark,1972,71
Denmark,1971,71
Denmark,1970,71
Denmark,1969,74
Denmark,1968,77
Denmark,1967,78
Denmark,1966,78
Denmark,1965,79
Denmark,1964,77
Denmark,1963,77
Denmark,1962,78
Denmark,1961,78
Djibouti,2007,167
Djibouti,2006,167
Djibouti,2005,117
Djibouti,2004,116
Djibouti,2003,117
Djibouti,2002,120
Djibouti,2001,104
Djibouti,2000,102
Djibouti,1999,92
Djibouti,1998,92
Djibouti,1997,90
Djibouti,1996,86
Djibouti,1995,92
Djibouti,1994,89
Djibouti,1993,82
Djibouti,1992,89
Djibouti,1991,84
Djibouti,1990,120
Djibouti,1989,128
Djibouti,1988,104
Djibouti,1987,99
Djibouti,1986,95
Djibouti,1985,88
Djibouti,1984,73
Djibouti,1983,67
Djibouti,1982,56
Djibouti,1981,56
Djibouti,1980,57
Djibouti,1979,49
Djibouti,1978,37
Djibouti,1977,35
Djibouti,1976,36
Djibouti,1975,32
Djibouti,1974,31
Djibouti,1973,29
Djibouti,1972,29
Djibouti,1971,27
Djibouti,1970,26
Djibouti,1969,25
Djibouti,1968,23
Djibouti,1967,21
Djibouti,1966,20
Djibouti,1965,18
Djibouti,1964,18
Djibouti,1963,18
Djibouti,1962,17
Djibouti,1961,17
Dominica,2007,102
Dominica,2006,99
Dominica,2005,99
Dominica,2004,99
Dominica,2003,99
Dominica,2002,99
Dominica,2001,100
Dominica,2000,100
Dominica,1999,99
Dominica,1998,98
Dominica,1997,98
Dominica,1996,98
Dominica,1995,95
Dominica,1994,95
Dominica,1993,94
Dominica,1992,92
Dominica,1991,93
Dominica,1990,93
Dominica,1989,93
Dominica,1988,88
Dominica,1987,87
Dominica,1986,76
Dominica,1985,68
Dominica,1984,61
Dominica,1983,59
Dominica,1982,57
Dominica,1981,53
Dominica,1980,51
Dominica,1979,48
Dominica,1978,46
Dominica,1977,43
Dominica,1976,40
Dominica,1975,36
Dominica,1974,33
Dominica,1973,32
Dominica,1972,31
Dominica,1971,31
Dominica,1970,31
Dominica,1969,30
Dominica,1968,29
Dominica,1967,29
Dominica,1966,28
Dominica,1965,28
Dominica,1964,28
Dominica,1963,28
Dominica,1962,29
Dominica,1961,29
Dominican Republic,2007,150
Dominican Republic,2006,149
Dominican Republic,2005,143
Dominican Republic,2004,120
Dominican Republic,2003,104
Dominican Republic,2002,106
Dominican Republic,2001,103
Dominican Republic,2000,102
Dominican Republic,1999,94
Dominican Republic,1998,92
Dominican Republic,1997,93
Dominican Republic,1996,92
Dominican Republic,1995,89
Dominican Republic,1994,86
Dominican Republic,1993,87
Dominican Republic,1992,82
Dominican Republic,1991,79
Dominican Republic,1990,74
Dominican Republic,1989,72
Dominican Republic,1988,68
Dominican Republic,1987,60
Dominican Republic,1986,59
Dominican Republic,1985,60
Dominican Republic,1984,58
Dominican Republic,1983,57
Dominican Republic,1982,54
Dominican Republic,1981,53
Dominican Republic,1980,54
Dominican Republic,1979,52
Dominican Republic,1978,46
Dominican Republic,1977,45
Dominican Republic,1976,44
Dominican Republic,1975,40
Dominican Republic,1974,41
Dominican Republic,1973,40
Dominican Republic,1972,38
Dominican Republic,1971,36
Dominican Republic,1970,33
Dominican Republic,1969,32
Dominican Republic,1968,30
Dominican Republic,1967,28
Dominican Republic,1966,26
Dominican Republic,1965,25
Dominican Republic,1964,25
Dominican Republic,1963,24
Dominican Republic,1962,24
Dominican Republic,1961,24
Ecuador,2007,159
Ecuador,2006,167
Ecuador,2005,160
Ecuador,2004,163
Ecuador,2003,152
Ecuador,2002,153
Ecuador,2001,110
Ecuador,2000,98
Ecuador,1999,90
Ecuador,1998,86
Ecuador,1997,91
Ecuador,1996,88
Ecuador,1995,82
Ecuador,1994,75
Ecuador,1993,71
Ecuador,1992,68
Ecuador,1991,66
Ecuador,1990,62
Ecuador,1989,57
Ecuador,1988,57
Ecuador,1987,55
Ecuador,1986,52
Ecuador,1985,51
Ecuador,1984,47
Ecuador,1983,43
Ecuador,1982,42
Ecuador,1981,40
Ecuador,1980,40
Ecuador,1979,41
Ecuador,1978,39
Ecuador,1977,36
Ecuador,1976,34
Ecuador,1975,32
Ecuador,1974,32
Ecuador,1973,30
Ecuador,1972,29
Ecuador,1971,28
Ecuador,1970,28
Ecuador,1969,27
Ecuador,1968,26
Ecuador,1967,24
Ecuador,1966,23
Ecuador,1965,22
Ecuador,1964,21
Ecuador,1963,20
Ecuador,1962,20
Ecuador,1961,19
Egypt,2007,117
Egypt,2006,117
Egypt,2005,116
Egypt,2004,117
Egypt,2003,120
Egypt,2002,104
Egypt,2001,100
Egypt,2000,101
Egypt,1999,98
Egypt,1998,97
Egypt,1997,95
Egypt,1996,85
Egypt,1995,76
Egypt,1994,73
Egypt,1993,71
Egypt,1992,68
Egypt,1991,66
Egypt,1990,62
Egypt,1989,39
Egypt,1988,40
Egypt,1987,38
Egypt,1986,38
Egypt,1985,37
Egypt,1984,36
Egypt,1983,35
Egypt,1982,33
Egypt,1981,31
Egypt,1980,29
Egypt,1979,29
Egypt,1978,29
Egypt,1977,28
Egypt,1976,28
Egypt,1975,27
Egypt,1974,27
Egypt,1973,26
Egypt,1972,26
Egypt,1971,25
Egypt,1970,24
Egypt,1969,24
Egypt,1968,23
Egypt,1967,20
Egypt,1966,19
Egypt,1965,18
Egypt,1964,18
Egypt,1963,18
Egypt,1962,18
Egypt,1961,18
El Salvador,2007,130
El Salvador,2006,125
El Salvador,2005,119
El Salvador,2004,110
El Salvador,2003,106
El Salvador,2002,111
El Salvador,2001,101
El Salvador,2000,106
El Salvador,1999,92
El Salvador,1998,91
El Salvador,1997,93
El Salvador,1996,81
El Salvador,1995,80
El Salvador,1994,81
El Salvador,1993,81
El Salvador,1992,79
El Salvador,1991,78
El Salvador,1990,74
El Salvador,1989,75
El Salvador,1988,69
El Salvador,1987,64
El Salvador,1986,65
El Salvador,1985,63
El Salvador,1984,58
El Salvador,1983,53
El Salvador,1982,57
El Salvador,1981,59
El Salvador,1980,67
El Salvador,1979,68
El Salvador,1978,67
El Salvador,1977,61
El Salvador,1976,65
El Salvador,1975,54
El Salvador,1974,53
El Salvador,1973,47
El Salvador,1972,44
El Salvador,1971,41
El Salvador,1970,41
El Salvador,1969,41
El Salvador,1968,39
El Salvador,1967,40
El Salvador,1966,40
El Salvador,1965,38
El Salvador,1964,36
El Salvador,1963,39
El Salvador,1962,36
El Salvador,1961,36
Equatorial Guinea,2007,102
Equatorial Guinea,2006,102
Equatorial Guinea,2005,102
Equatorial Guinea,2004,102
Equatorial Guinea,2003,102
Equatorial Guinea,2002,101
Equatorial Guinea,2001,101
Equatorial Guinea,2000,99
Equatorial Guinea,1999,98
Equatorial Guinea,1998,96
Equatorial Guinea,1997,95
Equatorial Guinea,1996,93
Equatorial Guinea,1995,92
Equatorial Guinea,1994,91
Equatorial Guinea,1993,90
Equatorial Guinea,1992,88
Equatorial Guinea,1991,86
Equatorial Guinea,1990,84
Equatorial Guinea,1989,81
Equatorial Guinea,1988,80
